Türü;Net Metrekare;Brüt Metrekare;Oda Sayısı;Binanın Yaşı;Binanın Kat Sayısı;Isıtma Tipi;Kullanım Durumu;Site İçerisinde;Banyo Sayısı;Fiyat;İl;İlçe;Mahalle
Konut;210 m²;220 m²;3+2;3;4;Kombi Doğalgaz;Boş;Hayır;2;5.699.000;İstanbul;Büyükçekmece;Cumhuriyet Mahallesi
Konut;125 m²;135 m²;2+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;4.875.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;115 m²;125 m²;2+1;5-10;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;11.000.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;89 m²;100 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;2.899.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;112 m²;140 m²;2+1;5-10;4;Merkezi (Pay Ölçer);Boş;Evet;2;16.500.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;85 m²;100 m²;1+1;5-10;5;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;9.750.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;200 m²;220 m²;4+2;4;4;Kombi Doğalgaz;Boş;Hayır;2;4.950.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;1.875.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;75 m²;90 m²;2+1;3;9;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Hayır;1;4.770.000;İstanbul;Pendik;Çınardere Mahallesi
Konut;70 m²;85 m²;2+1;11-15;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.975.000;İstanbul;Pendik;Dumlupınar Mahallesi
Konut;115 m²;125 m²;2+1;5-10;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;11.000.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;89 m²;100 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;2.899.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;112 m²;140 m²;2+1;5-10;4;Merkezi (Pay Ölçer);Boş;Evet;2;16.500.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;85 m²;100 m²;1+1;5-10;5;Merkezi (Pay Ölçer);Kiracı Oturuyor;Hayır;1;9.750.000;İstanbul;Sarıyer;Zekeriyaköy Mahallesi
Konut;200 m²;220 m²;4+2;4;4;Kombi Doğalgaz;Boş;Hayır;2;4.950.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;1.875.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;75 m²;90 m²;2+1;3;9;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Hayır;1;4.770.000;İstanbul;Pendik;Çınardere Mahallesi
Konut;70 m²;85 m²;2+1;11-15;6;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.975.000;İstanbul;Pendik;Dumlupınar Mahallesi
Konut;180 m²;200 m²;4+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;14.000.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;70 m²;85 m²;2+1;3;9;Kombi Doğalgaz;Kiracı Oturuyor;Evet;1;3.750.000;İstanbul;Pendik;Sülüntepe Mahallesi
Konut;115 m²;130 m²;3+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.625.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;110 m²;2+1;5-10;13;Kombi Doğalgaz;Boş;Hayır;1;2.575.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;70 m²;90 m²;2+1;0 (Yeni);4;Yerden Isıtma;Boş;Hayır;1;1.790.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;115 m²;130 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.495.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;110 m²;2+1;4;10;Kombi Doğalgaz;Boş;Hayır;1;3.299.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;105 m²;115 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.295.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;210 m²;220 m²;3+2;3;4;Kombi Doğalgaz;Boş;Hayır;2;5.699.000;İstanbul;Büyükçekmece;Cumhuriyet Mahallesi
Konut;125 m²;135 m²;2+1;2;4;Kombi Doğalgaz;Boş;Hayır;1;4.875.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;135 m²;140 m²;3+1;2;5;Kombi Doğalgaz;Boş;Hayır;2;2.599.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;135 m²;145 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.050.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;2.250.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;135 m²;145 m²;3+1;3;4;Kombi Doğalgaz;Boş;Hayır;2;3.050.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;85 m²;95 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.200.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;1.750.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;100 m²;105 m²;2+1;4;5;Kombi Doğalgaz;Boş;Hayır;1;1.090.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;130 m²;145 m²;3+1;11-15;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.950.000;İstanbul;Pendik;Kurtköy Mahallesi
Konut;135 m²;150 m²;3+1;11-15;3;Kombi Doğalgaz;Boş;Hayır;2;5.250.000;İstanbul;Pendik;Şeyhli Mahallesi
Konut;80 m²;90 m²;2+1;3;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.700.000;İstanbul;Pendik;Kaynarca Mahallesi
Konut;65 m²;80 m²;2+1;11-15;6;Merkezi (Pay Ölçer);Mülk Sahibi Oturuyor;Hayır;1;5.500.000;İstanbul;Pendik;Kurtköy Mahallesi
Konut;260 m²;300 m²;5+1;5-10;2;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;3;26.250.000;İstanbul;Sarıyer;Maden Mahallesi
Konut;120 m²;125 m²;2+1;16-20;6;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.700.000;İstanbul;Sarıyer;Bahçeköy Merkez Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;2;1.789.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;160 m²;180 m²;4+2;0 (Yeni);10;Kombi Doğalgaz;Boş;Hayır;2;5.390.000;İstanbul;Pendik;Kavakpınar Mahallesi
Konut;120 m²;135 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;20.750.000;İstanbul;Sarıyer;Sarıyer Merkez Mahallesi
Konut;85 m²;100 m²;2+1;21 Ve Üzeri;8;Merkezi (Pay Ölçer);Kiracı Oturuyor;Evet;1;3.800.000;İstanbul;Pendik;Şeyhli Mahallesi
Konut;94 m²;100 m²;2+1;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;4.100.000;İstanbul;Pendik;Fevzi Çakmak Mahallesi
Konut;100 m²;110 m²;2+1;1;5;Kombi Doğalgaz;Boş;Hayır;1;1.695.000;İstanbul;Esenyurt;Güzelyurt Mahallesi
Konut;90 m²;100 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;3.850.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;2.249.000;İstanbul;Esenyurt;Yenikent Mahallesi
Konut;60 m²;80 m²;1+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;1.699.990;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;100 m²;110 m²;2+1;1;5;Kombi Doğalgaz;Boş;Hayır;1;1.099.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;140 m²;150 m²;3+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;3.475.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;85 m²;95 m²;2+1;5-10;13;Kombi Doğalgaz;Boş;Hayır;1;1.950.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;105 m²;115 m²;2+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;1;2.550.000;İstanbul;Esenyurt;Mehmet Akif Ersoy Mahallesi
Konut;110 m²;120 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.450.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;105 m²;115 m²;2+1;4;5;Kombi Doğalgaz;Boş;Hayır;1;2.850.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;75 m²;85 m²;1+1;5-10;25;Kombi Doğalgaz;Boş;Hayır;1;1.349.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;95 m²;125 m²;3+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;9.500.000;İstanbul;Büyükçekmece;Fatih Mahallesi
Konut;70 m²;85 m²;2+1;16-20;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.250.000;İstanbul;Pendik;Esenler Mahallesi
Konut;105 m²;115 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.990.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;2.149.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;140 m²;150 m²;3+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.590.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;95 m²;105 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.075.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;115 m²;130 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.825.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;226 m²;246 m²;5+2;4;4;Kombi Doğalgaz;Boş;Hayır;2;4.450.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;140 m²;150 m²;3+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;3.750.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;90 m²;100 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.495.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;110 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.765.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;135 m²;145 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;2.549.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;97 m²;112 m²;3+1;4;12;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;13.500.000;İstanbul;Kadıköy;Kozyatağı Mahallesi
Konut;100 m²;110 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.950.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;85 m²;95 m²;2+1;4;4;Kombi Doğalgaz;Boş;Hayır;1;1.350.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;100 m²;105 m²;2+1;2;6;Kombi Doğalgaz;Boş;Hayır;1;985.000;İstanbul;Esenyurt;Üçevler Mahallesi
Konut;80 m²;90 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;3.000.000;İstanbul;Bahçelievler;Hürriyet Mahallesi
Konut;120 m²;130 m²;3+1;21 Ve Üzeri;5;Doğalgaz Sobalı;Boş;Hayır;1;2.775.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;110 m²;130 m²;3+1;21 Ve Üzeri;9;Merkezi Doğalgaz;Mülk Sahibi Oturuyor;Evet;1;8.000.000;İstanbul;Bahçelievler;Bahçelievler Mahallesi
Konut;75 m²;85 m²;2+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.500.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;210 m²;220 m²;5+2;11-15;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;4.900.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;150 m²;190 m²;3+1;0 (Yeni);3;Merkezi Doğalgaz;Boş;Hayır;2;11.900.000;İstanbul;Avcılar;Denizköşkler Mahallesi
Konut;80 m²;95 m²;2+1;11-15;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.270.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;119 m²;162 m²;3+1;0 (Yeni);11;Kombi Doğalgaz;Boş;Hayır;2;8.000.000;İstanbul;Bahçelievler;Kocasinan Merkez Mahallesi
Konut;80 m²;88 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;5.000.000;İstanbul;Bahçelievler;Kocasinan Merkez Mahallesi
Konut;80 m²;95 m²;2+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.375.000;İstanbul;Güngören;Güven Mahallesi
Konut;105 m²;120 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;4.200.000;İstanbul;Bahçelievler;Soğanlı Mahallesi
Konut;60 m²;70 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Hayır;1;1.470.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;115 m²;120 m²;3+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;5.950.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;80 m²;85 m²;2+1;16-20;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.120.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;80 m²;85 m²;2+1;16-20;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;3.120.000;İstanbul;Bahçelievler;Zafer Mahallesi
Konut;120 m²;140 m²;4+2;11-15;3;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;5.250.000;İstanbul;Pendik;Velibaba Mahallesi
Konut;110 m²;125 m²;3+1;5-10;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;5.240.000;İstanbul;Pendik;Velibaba Mahallesi
Konut;80 m²;95 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;4.110.000;İstanbul;Pendik;Şeyhli Mahallesi
Konut;65 m²;85 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.450.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;110 m²;125 m²;3+1;5-10;4;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;5.240.000;İstanbul;Pendik;Velibaba Mahallesi
Konut;80 m²;95 m²;2+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;4.110.000;İstanbul;Pendik;Şeyhli Mahallesi
Konut;65 m²;85 m²;2+1;21 Ve Üzeri;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;2.450.000;İstanbul;Bahçelievler;Yenibosna Merkez Mahallesi
Konut;95 m²;105 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;3.150.000;İstanbul;Esenyurt;Ardıçlı Mahallesi
Konut;110 m²;115 m²;2+1;0 (Yeni);4;Merkezi Doğalgaz;Boş;Hayır;1;2.999.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;130 m²;145 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;3.999.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;140 m²;160 m²;3+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;13.500.000;İstanbul;Üsküdar;İcadiye Mahallesi
Konut;220 m²;260 m²;4+2;0 (Yeni);5;Merkezi Doğalgaz;Boş;Hayır;2;6.499.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;215 m²;230 m²;4+2;0 (Yeni);3;Kombi Doğalgaz;Boş;Hayır;3;6.899.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;155 m²;165 m²;3+1;0 (Yeni);4;Merkezi Doğalgaz;Boş;Hayır;2;6.100.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;210 m²;240 m²;3+2;0 (Yeni);4;Merkezi Doğalgaz;Boş;Hayır;2;6.500.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;85 m²;135 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;2.499.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;135 m²;145 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;4.799.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;215 m²;240 m²;4+2;0 (Yeni);3;Kombi Doğalgaz;Boş;Hayır;3;7.499.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;160 m²;170 m²;4+1;21 Ve Üzeri;5;Merkezi Doğalgaz;Kiracı Oturuyor;Hayır;2;30.000.000;İstanbul;Sarıyer;İstinye Mahallesi
Konut;115 m²;120 m²;2+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;4.200.000;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;260 m²;290 m²;6+2;0 (Yeni);4;Merkezi Doğalgaz;Boş;Hayır;4;7.799.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;60 m²;65 m²;1+1;5-10;4;Kombi Doğalgaz;Boş;Hayır;1;2.800.000;İstanbul;Şişli;Mecidiyeköy Mahallesi
Konut;130 m²;135 m²;4+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;2;6.000.000;İstanbul;Kağıthane;Çağlayan Mahallesi
Konut;90 m²;100 m²;2+1;5-10;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;5.400.000;İstanbul;Şişli;Gülbahar Mahallesi
Konut;53 m²;55 m²;1+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.800.000;İstanbul;Şişli;Mecidiyeköy Mahallesi
Konut;90 m²;100 m²;2+1;5-10;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;2;5.350.000;İstanbul;Şişli;Gülbahar Mahallesi
Konut;90 m²;100 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;4.150.000;İstanbul;Sultangazi;50. Yıl Mahallesi
Konut;75 m²;85 m²;2+1;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;3.399.999;İstanbul;Sultangazi;50. Yıl Mahallesi
Konut;85 m²;100 m²;2+1;3;12;Yerden Isıtma;Boş;Hayır;2;6.490.000;İstanbul;Sultangazi;Uğur Mumcu Mahallesi
Konut;100 m²;110 m²;2+1;3;6;Kombi Doğalgaz;Boş;Hayır;1;2.550.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;100 m²;110 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;1;1.600.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;180 m²;220 m²;5+1;21 Ve Üzeri;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;7.400.000;İstanbul;Ümraniye;Atakent Mahallesi
Konut;110 m²;120 m²;3+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;2.170.000;İstanbul;Esenyurt;Namık Kemal Mahallesi
Konut;85 m²;128 m²;2+1;0 (Yeni);25;Kombi Doğalgaz;Boş;Evet;2;4.540.000;İstanbul;Esenyurt;Yeşilkent Mahallesi
Konut;110 m²;130 m²;3+1;16-20;7;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.100.000;İstanbul;Sarıyer;Ayazağa Mahallesi
Konut;95 m²;110 m²;2.5+1;21 Ve Üzeri;5;Merkezi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;14.900.000;İstanbul;Beşiktaş;Cihannüma Mahallesi
Konut;105 m²;140 m²;3+1;0 (Yeni);5;Yerden Isıtma;Boş;Hayır;2;23.000.000;İstanbul;Beşiktaş;Dikilitaş Mahallesi
Konut;100 m²;120 m²;3+1;21 Ve Üzeri;4;Kombi Doğalgaz;Boş;Evet;1;10.500.000;İstanbul;Beşiktaş;Kültür Mahallesi
Konut;75 m²;114 m²;2+1;0 (Yeni);8;Yerden Isıtma;Boş;Hayır;1;6.250.000;İstanbul;Kartal;Yalı Mahallesi
Konut;60 m²;80 m²;2+1;11-15;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;4.390.000;İstanbul;Kadıköy;Hasanpaşa Mahallesi
Konut;75 m²;114 m²;2+1;0 (Yeni);8;Kombi Doğalgaz;Boş;Hayır;1;4.550.000;İstanbul;Kartal;Yalı Mahallesi
Konut;70 m²;80 m²;2+1;0 (Yeni);6;Yerden Isıtma;Boş;Hayır;1;11.600.000;İstanbul;Beşiktaş;Dikilitaş Mahallesi
Konut;100 m²;110 m²;3+1;16-20;5;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;1;3.500.000;İstanbul;Sancaktepe;Osmangazi Mahallesi
Konut;100 m²;110 m²;2+1;4;12;Kombi Doğalgaz;Boş;Hayır;2;2.675.000;İstanbul;Esenyurt;Akevler Mahallesi
Konut;115 m²;134 m²;3+1;5-10;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;4.630.000;İstanbul;Sancaktepe;Meclis Mahallesi
Konut;120 m²;145 m²;4+1;11-15;8;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Evet;2;11.350.000;İstanbul;Ümraniye;Şerifali Mahallesi
Konut;60 m²;65 m²;2+1;5-10;3;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;2.950.000;İstanbul;Sancaktepe;Abdurrahmangazi Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;1.579.000;İstanbul;Esenyurt;Yenikent Mahallesi
Konut;100 m²;110 m²;2+1;3;5;Kombi Doğalgaz;Boş;Hayır;1;1.579.000;İstanbul;Esenyurt;Yenikent Mahallesi
Konut;46 m²;55 m²;Stüdyo;5-10;14;Merkezi Doğalgaz;Boş;Hayır;1;1.099.000;İstanbul;Beylikdüzü;Cumhuriyet Mahallesi
Konut;75 m²;80 m²;1+1;1;5;Kombi Doğalgaz;Boş;Hayır;1;1.559.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;125 m²;135 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;2.099.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;120 m²;150 m²;3+1;21 Ve Üzeri;5;Kombi Doğalgaz;Boş;Hayır;1;3.200.000;İstanbul;Gaziosmanpaşa;Şemsipaşa Mahallesi
Konut;160 m²;165 m²;3+2;0 (Yeni);5;Kombi Doğalgaz;Boş;Hayır;1;7.150.000;İstanbul;Gaziosmanpaşa;Şemsipaşa Mahallesi
Konut;100 m²;110 m²;2+1;3;4;Kombi Doğalgaz;Boş;Hayır;2;1.349.000;İstanbul;Esenyurt;Cumhuriyet Mahallesi
Konut;60 m²;70 m²;1+1;0 (Yeni);3;Yerden Isıtma;Boş;Hayır;1;2.700.000;İstanbul;Gaziosmanpaşa;Bağlarbaşı Mahallesi
Konut;180 m²;190 m²;4+2;0 (Yeni);3;Yerden Isıtma;Boş;Hayır;2;12.050.000;İstanbul;Bayrampaşa;Yıldırım Mahallesi
Konut;95 m²;100 m²;2+1;0 (Yeni);3;Yerden Isıtma;Boş;Hayır;1;4.100.000;İstanbul;Gaziosmanpaşa;Hürriyet Mahallesi
Konut;88 m²;90 m²;2+1;0 (Yeni);3;Yerden Isıtma;Boş;Hayır;1;7.700.000;İstanbul;Bayrampaşa;Yıldırım Mahallesi
Konut;85 m²;96 m²;2+1;0 (Yeni);3;Kombi Doğalgaz;Boş;Hayır;2;5.075.000;İstanbul;Gaziosmanpaşa;Şemsipaşa Mahallesi
Konut;100 m²;107 m²;2+1;4;3;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;4.150.000;İstanbul;Gaziosmanpaşa;Bağlarbaşı Mahallesi
Konut;70 m²;80 m²;2+1;0 (Yeni);3;Yerden Isıtma;Boş;Hayır;1;4.400.000;İstanbul;Gaziosmanpaşa;Bağlarbaşı Mahallesi
Konut;110 m²;115 m²;2+1;1;5;Kombi Doğalgaz;Boş;Hayır;2;4.749.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;180 m²;220 m²;4+2;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;2;6.899.999;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;140 m²;165 m²;3+1;0 (Yeni);4;Kombi Doğalgaz;Boş;Hayır;1;7.400.000;İstanbul;Beylikdüzü;Marmara Mahallesi
Konut;100 m²;110 m²;2+1;2;5;Kombi Doğalgaz;Boş;Hayır;2;3.149.000;İstanbul;Beylikdüzü;Kavaklı Mahallesi
Konut;75 m²;95 m²;2+1;1;5;Kombi Doğalgaz;Kiracı Oturuyor;Hayır;1;5.500.000;İstanbul;Kartal;Soğanlık Yeni Mahallesi
Konut;100 m²;110 m²;2+1;3;6;Kombi Doğalgaz;Boş;Hayır;1;2.689.000;İstanbul;Esenyurt;Mehterçeşme Mahallesi
Konut;170 m²;180 m²;4+2;1;4;Kombi Doğalgaz;Mülk Sahibi Oturuyor;Hayır;2;5.000.000;İstanbul;Beylikdüzü;Yakuplu Mahallesi
Konut;120 m²;180 m²;4+1;0 (Yeni);11;Merkezi (Pay Ölçer);Boş;Hayır;2;3.000.000;İstanbul;Arnavutköy;Deliklikaya Mahallesi
Konut;120 m²;180 m²;4+1;0 (Yeni);11;Merkezi (Pay Ölçer);Boş;Hayır;2;3.000.000;İstanbul;Arnavutköy;Deliklikaya Mahallesi
Konut;145 m²;155 m²;3+1;0 (Yeni);6;Kombi Doğalgaz;Boş;Hayır;2;4.999.999;İstanbul;Beylikdüzü;Adnan Kahveci Mahallesi
Konut;55 m²;60 m²;2+1;3;6;Kombi Doğalgaz;Boş;Hayır;1;2.900.000;İstanbul;Kağıthane;Yeşilce Mahallesi
Konut;80 m²;85 m²;1+1;1;5;Kombi Doğalgaz;Boş;Hayır;1;1.775.000;İstanbul;Esenyurt;İncirtepe Mahallesi
Konut;100 m²;110 m²;3+1;2;5;Merkezi Doğalgaz;Boş;Hayır;1;1.479.000;İstanbul;Esenyurt;Talatpaşa Mahallesi
Konut;125 m²;135 m²;3+1;5-10;6;Kombi Doğalgaz;Boş;Hayır;1;2.099.000;İstanbul;Esenyurt;Gökevler Mahallesi
